adv_id,adv_name,level,weapon,creature_id,creature_name,creature_level,player_hit_pct,player_dmg_per_hit,player_dps,ttk_player_turns,creature_hit_pct,creature_dmg_per_hit,creature_dps,ttk_creature_turns,ttk_ratio,predicted_winner,mc_player_winrate,mc_mean_ttk_turns
archer_bow,Archer (bow),20,bow,fire_elemental,Fire Elemental,6,95.0,21.63,20.55,4.2,5.0,13.0,0.65,347.7,0.01,player,,
archer_bow,Archer (bow),20,bow,dire_wolf,Dire Wolf,7,95.0,22.63,21.5,4.5,5.0,15.0,0.75,301.3,0.01,player,,
archer_bow,Archer (bow),20,bow,cyclops,Cyclops,8,95.0,22.63,21.5,7.0,5.0,17.0,0.85,265.9,0.03,player,,
archer_bow,Archer (bow),20,bow,ogre,Ogre,9,95.0,20.63,19.6,8.5,5.0,21.0,1.05,215.2,0.04,player,,
archer_bow,Archer (bow),20,bow,ogre_brute,Ogre Brute,10,95.0,20.63,19.6,9.2,15.0,13.0,1.95,115.9,0.08,player,,
archer_bow,Archer (bow),20,bow,stone_golem,Stone Golem,10,95.0,19.63,18.65,9.8,5.0,23.0,1.15,196.5,0.05,player,,
archer_bow,Archer (bow),20,bow,dire_wight,Dire Wight,12,95.0,19.63,18.65,8.0,5.0,29.0,1.45,155.9,0.05,player,,
archer_bow,Archer (bow),20,bow,wraith,Wraith,12,95.0,20.63,19.6,7.7,5.0,29.0,1.45,155.9,0.05,player,,
archer_bow,Archer (bow),20,bow,troll,Troll,14,95.0,19.63,18.65,13.0,20.0,18.62,3.73,60.7,0.21,player,,
archer_bow,Archer (bow),20,bow,young_dragon,Young Dragon,16,95.0,17.63,16.75,16.2,35.0,18.71,6.55,34.5,0.47,player,,
archer_bow,Archer (bow),20,bow,demon,Demon,18,80.0,17.6,14.08,15.8,40.0,21.69,8.68,26.1,0.61,player,,
archer_bow,Archer (bow),20,bow,ancient_dragon,Ancient Dragon,20,80.0,16.84,13.48,18.0,50.0,23.8,11.9,19.0,0.95,player,0.537,17.7
archer_xbow,Archer (crossbow),1,crossbow,rat,Giant Rat,1,70.0,10.71,7.5,2.7,15.0,1.0,0.15,873.3,0.0,player,1.0,3.3
archer_xbow,Archer (crossbow),1,crossbow,archer_goblin,Archer Goblin,2,65.0,10.77,7.0,4.9,40.0,1.06,0.43,308.2,0.02,player,,
archer_xbow,Archer (crossbow),1,crossbow,goblin,Goblin,2,70.0,10.71,7.5,5.3,30.0,1.25,0.38,349.3,0.02,player,,
archer_xbow,Archer (crossbow),1,crossbow,goblin_mage,Goblin Mage,3,65.0,10.77,7.0,5.4,40.0,1.0,0.4,327.5,0.02,player,,
archer_xbow,Archer (crossbow),1,crossbow,skeleton,Skeleton,3,70.0,9.45,6.62,7.9,30.0,3.58,1.08,121.9,0.06,player,,
archer_xbow,Archer (crossbow),1,crossbow,wild_boar,Wild Boar,4,60.0,10.83,6.5,9.5,50.0,4.25,2.12,61.6,0.15,player,,
archer_xbow,Archer (crossbow),1,crossbow,orc_brute,Orc Brute,5,65.0,9.77,6.35,11.5,55.0,5.27,2.9,45.2,0.25,player,,
archer_xbow,Archer (crossbow),1,crossbow,fire_elemental,Fire Elemental,6,50.0,10.0,5.0,17.4,55.0,6.91,3.8,34.5,0.5,player,,
archer_xbow,Archer (crossbow),1,crossbow,dire_wolf,Dire Wolf,7,35.0,11.43,4.0,24.3,60.0,7.92,4.75,27.6,0.88,player,,
archer_xbow,Archer (crossbow),1,crossbow,cyclops,Cyclops,8,60.0,10.83,6.5,23.2,90.0,8.67,7.8,16.8,1.38,creature,,
archer_xbow,Archer (crossbow),1,crossbow,ogre,Ogre,9,55.0,8.91,4.9,33.9,80.0,10.88,8.7,15.1,2.25,creature,,
archer_xbow,Archer (crossbow),1,crossbow,ogre_brute,Ogre Brute,10,50.0,9.0,4.5,40.2,95.0,11.79,11.2,11.7,3.44,creature,,
archer_xbow,Archer (crossbow),1,crossbow,stone_golem,Stone Golem,10,55.0,7.91,4.35,41.8,85.0,11.88,10.1,13.0,3.23,creature,,
archer_xbow,Archer (crossbow),1,crossbow,dire_wight,Dire Wight,12,20.0,9.5,1.9,78.9,85.0,15.06,12.8,10.2,7.71,creature,,
archer_xbow,Archer (crossbow),1,crossbow,wraith,Wraith,12,15.0,11.33,1.7,88.2,80.0,15.12,12.1,10.8,8.15,creature,,
archer_xbow,Archer (crossbow),1,crossbow,troll,Troll,14,30.0,8.67,2.6,93.1,95.0,17.58,16.7,7.8,11.87,creature,,
archer_xbow,Archer (crossbow),1,crossbow,young_dragon,Young Dragon,16,10.0,10.0,1.0,272.0,95.0,19.68,18.7,7.0,38.83,creature,,
archer_xbow,Archer (crossbow),1,crossbow,demon,Demon,18,5.0,14.76,0.74,300.8,95.0,22.84,21.7,6.0,49.83,creature,,
archer_xbow,Archer (crossbow),1,crossbow,ancient_dragon,Ancient Dragon,20,5.0,14.0,0.7,345.7,95.0,25.47,24.2,5.4,63.86,creature,,
archer_xbow,Archer (crossbow),5,crossbow,rat,Giant Rat,1,85.0,12.71,10.8,1.9,5.0,3.0,0.15,1006.7,0.0,player,,
archer_xbow,Archer (crossbow),5,crossbow,archer_goblin,Archer Goblin,2,80.0,12.75,10.2,3.3,25.0,1.4,0.35,431.4,0.01,player,,
archer_xbow,Archer (crossbow),5,crossbow,goblin,Goblin,2,85.0,12.71,10.8,3.7,15.0,2.0,0.3,503.3,0.01,player,,
archer_xbow,Archer (crossbow),5,crossbow,goblin_mage,Goblin Mage,3,80.0,12.75,10.2,3.7,25.0,1.0,0.25,604.0,0.01,player,,
archer_xbow,Archer (crossbow),5,crossbow,skeleton,Skeleton,3,85.0,11.45,9.73,5.3,15.0,4.67,0.7,215.7,0.02,player,,
archer_xbow,Archer (crossbow),5,crossbow,wild_boar,Wild Boar,4,75.0,12.8,9.6,6.5,35.0,4.57,1.6,94.4,0.07,player,,
archer_xbow,Archer (crossbow),5,crossbow,orc_brute,Orc Brute,5,80.0,11.75,9.4,7.8,40.0,5.56,2.23,67.9,0.11,player,1.0,8.3
archer_xbow,Archer (crossbow),5,crossbow,fire_elemental,Fire Elemental,6,65.0,11.92,7.75,11.2,40.0,7.25,2.9,52.1,0.22,player,,
archer_xbow,Archer (crossbow),5,crossbow,dire_wolf,Dire Wolf,7,50.0,13.2,6.6,14.7,45.0,8.22,3.7,40.8,0.36,player,,
archer_xbow,Archer (crossbow),5,crossbow,cyclops,Cyclops,8,75.0,12.8,9.6,15.7,75.0,8.8,6.6,22.9,0.69,player,,
archer_xbow,Archer (crossbow),5,crossbow,ogre,Ogre,9,70.0,10.86,7.6,21.8,65.0,11.08,7.2,21.0,1.04,creature,,
archer_xbow,Archer (crossbow),5,crossbow,ogre_brute,Ogre Brute,10,65.0,10.92,7.1,25.5,85.0,11.88,10.1,15.0,1.71,creature,,
archer_xbow,Archer (crossbow),5,crossbow,stone_golem,Stone Golem,10,70.0,9.86,6.9,26.4,70.0,12.07,8.45,17.9,1.48,creature,,
archer_xbow,Archer (crossbow),5,crossbow,dire_wight,Dire Wight,12,35.0,10.71,3.75,40.0,70.0,15.29,10.7,14.1,2.83,creature,,
archer_xbow,Archer (crossbow),5,crossbow,wraith,Wraith,12,30.0,12.0,3.6,41.7,65.0,15.38,10.0,15.1,2.76,creature,,
archer_xbow,Archer (crossbow),5,crossbow,troll,Troll,14,45.0,10.33,4.65,52.0,90.0,17.64,15.88,9.5,5.47,creature,,
archer_xbow,Archer (crossbow),5,crossbow,young_dragon,Young Dragon,16,25.0,9.4,2.35,115.7,95.0,19.68,18.7,8.1,14.33,creature,,
archer_xbow,Archer (crossbow),5,crossbow,demon,Demon,18,10.0,12.76,1.28,174.0,95.0,22.84,21.7,7.0,25.0,creature,,
archer_xbow,Archer (crossbow),5,crossbow,ancient_dragon,Ancient Dragon,20,10.0,12.0,1.2,201.7,95.0,25.47,24.2,6.2,32.32,creature,,
archer_xbow,Archer (crossbow),10,crossbow,rat,Giant Rat,1,95.0,16.84,16.0,1.3,5.0,1.0,0.05,3520.0,0.0,player,,
archer_xbow,Archer (crossbow),10,crossbow,archer_goblin,Archer Goblin,2,95.0,16.84,16.0,2.1,5.0,2.0,0.1,1760.0,0.0,player,,
archer_xbow,Archer (crossbow),10,crossbow,goblin,Goblin,2,95.0,16.84,16.0,2.5,5.0,2.0,0.1,1760.0,0.0,player,,
archer_xbow,Archer (crossbow),10,crossbow,goblin_mage,Goblin Mage,3,95.0,16.84,16.0,2.4,5.0,1.0,0.05,3520.0,0.0,player,,
archer_xbow,Archer (crossbow),10,crossbow,skeleton,Skeleton,3,95.0,15.58,14.8,3.5,5.0,6.0,0.3,586.7,0.01,player,,
archer_xbow,Archer (crossbow),10,crossbow,wild_boar,Wild Boar,4,95.0,16.84,16.0,3.9,10.0,4.25,0.43,414.1,0.01,player,,
archer_xbow,Archer (crossbow),10,crossbow,orc_brute,Orc Brute,5,95.0,15.84,15.05,4.9,15.0,4.33,0.65,270.8,0.02,player,,
archer_xbow,Archer (crossbow),10,crossbow,fire_elemental,Fire Elemental,6,90.0,15.89,14.3,6.1,15.0,6.33,0.95,185.3,0.03,player,,
archer_xbow,Archer (crossbow),10,crossbow,dire_wolf,Dire Wolf,7,75.0,17.07,12.8,7.6,20.0,6.75,1.35,130.4,0.06,player,,
archer_xbow,Archer (crossbow),10,crossbow,cyclops,Cyclops,8,95.0,16.84,16.0,9.4,50.0,6.2,3.1,56.8,0.17,player,,
archer_xbow,Archer (crossbow),10,crossbow,ogre,Ogre,9,95.0,14.84,14.1,11.8,40.0,8.75,3.5,50.3,0.23,player,,
archer_xbow,Archer (crossbow),10,crossbow,ogre_brute,Ogre Brute,10,90.0,14.89,13.4,13.5,60.0,9.25,5.55,31.7,0.43,player,0.999,14.0
archer_xbow,Archer (crossbow),10,crossbow,stone_golem,Stone Golem,10,95.0,13.84,13.15,13.8,45.0,9.67,4.35,40.5,0.34,player,,
archer_xbow,Archer (crossbow),10,crossbow,dire_wight,Dire Wight,12,60.0,14.33,8.6,17.4,45.0,13.0,5.85,30.1,0.58,player,,
archer_xbow,Archer (crossbow),10,crossbow,wraith,Wraith,12,55.0,15.45,8.5,17.6,40.0,13.25,5.3,33.2,0.53,player,,
archer_xbow,Archer (crossbow),10,crossbow,troll,Troll,14,70.0,14.14,9.9,24.4,65.0,15.08,9.8,18.0,1.36,creature,,
archer_xbow,Archer (crossbow),10,crossbow,young_dragon,Young Dragon,16,50.0,12.6,6.3,43.2,80.0,16.91,13.53,13.0,3.32,creature,,
archer_xbow,Archer (crossbow),10,crossbow,demon,Demon,18,35.0,13.05,4.57,48.6,85.0,20.0,17.0,10.4,4.7,creature,,
archer_xbow,Archer (crossbow),10,crossbow,ancient_dragon,Ancient Dragon,20,35.0,12.29,4.3,56.3,95.0,22.47,21.35,8.2,6.83,creature,,
archer_xbow,Archer (crossbow),20,crossbow,rat,Giant Rat,1,95.0,23.16,22.0,0.9,5.0,1.0,0.05,4520.0,0.0,player,,
archer_xbow,Archer (crossbow),20,crossbow,archer_goblin,Archer Goblin,2,95.0,23.16,22.0,1.5,5.0,2.0,0.1,2260.0,0.0,player,,
archer_xbow,Archer (crossbow),20,crossbow,goblin,Goblin,2,95.0,23.16,22.0,1.8,5.0,2.0,0.1,2260.0,0.0,player,,
archer_xbow,Archer (crossbow),20,crossbow,goblin_mage,Goblin Mage,3,95.0,23.16,22.0,1.7,5.0,1.0,0.05,4520.0,0.0,player,,
archer_xbow,Archer (crossbow),20,crossbow,skeleton,Skeleton,3,95.0,21.9,20.8,2.5,5.0,6.0,0.3,753.3,0.0,player,,
archer_xbow,Archer (crossbow),20,crossbow,wild_boar,Wild Boar,4,95.0,23.16,22.0,2.8,5.0,8.0,0.4,565.0,0.0,player,,
archer_xbow,Archer (crossbow),20,crossbow,orc_brute,Orc Brute,5,95.0,22.16,21.05,3.5,5.0,10.0,0.5,452.0,0.01,player,,
archer_xbow,Archer (crossbow),20,crossbow,fire_elemental,Fire Elemental,6,95.0,22.16,21.05,4.1,5.0,13.0,0.65,347.7,0.01,player,,
archer_xbow,Archer (crossbow),20,crossbow,dire_wolf,Dire Wolf,7,95.0,23.16,22.0,4.4,5.0,15.0,0.75,301.3,0.01,player,,
archer_xbow,Archer (crossbow),20,crossbow,cyclops,Cyclops,8,95.0,23.16,22.0,6.9,5.0,17.0,0.85,265.9,0.03,player,,
archer_xbow,Archer (crossbow),20,crossbow,ogre,Ogre,9,95.0,21.16,20.1,8.3,5.0,21.0,1.05,215.2,0.04,player,,
archer_xbow,Archer (crossbow),20,crossbow,ogre_brute,Ogre Brute,10,95.0,21.16,20.1,9.0,15.0,13.0,1.95,115.9,0.08,player,,
archer_xbow,Archer (crossbow),20,crossbow,stone_golem,Stone Golem,10,95.0,20.16,19.15,9.5,5.0,23.0,1.15,196.5,0.05,player,,
archer_xbow,Archer (crossbow),20,crossbow,dire_wight,Dire Wight,12,95.0,20.16,19.15,7.8,5.0,29.0,1.45,155.9,0.05,player,,
archer_xbow,Archer (crossbow),20,crossbow,wraith,Wraith,12,95.0,21.16,20.1,7.5,5.0,29.0,1.45,155.9,0.05,player,,
archer_xbow,Archer (crossbow),20,crossbow,troll,Troll,14,95.0,20.16,19.15,12.6,20.0,18.62,3.73,60.7,0.21,player,,
archer_xbow,Archer (crossbow),20,crossbow,young_dragon,Young Dragon,16,95.0,18.16,17.25,15.8,35.0,18.71,6.55,34.5,0.46,player,,
archer_xbow,Archer (crossbow),20,crossbow,demon,Demon,18,80.0,18.14,14.51,15.3,40.0,21.69,8.68,26.1,0.59,player,,
archer_xbow,Archer (crossbow),20,crossbow,ancient_dragon,Ancient Dragon,20,80.0,17.38,13.9,17.4,50.0,23.8,11.9,19.0,0.92,player,0.6,17.4
wizard,Glass Wizard,1,bronze_sword,rat,Giant Rat,1,50.0,4.95,2.48,8.1,40.0,3.94,1.58,65.4,0.12,player,1.0,9.2
wizard,Glass Wizard,1,bronze_sword,archer_goblin,Archer Goblin,2,45.0,5.0,2.25,15.1,65.0,4.85,3.15,32.7,0.46,player,,
wizard,Glass Wizard,1,bronze_sword,goblin,Goblin,2,50.0,4.95,2.48,16.2,55.0,4.91,2.7,38.1,0.42,player,,
wizard,Glass Wizard,1,bronze_sword,goblin_mage,Goblin Mage,3,45.0,5.0,2.25,16.9,65.0,2.15,1.4,73.6,0.23,player,,
wizard,Glass Wizard,1,bronze_sword,skeleton,Skeleton,3,50.0,3.69,1.85,28.2,55.0,7.09,3.9,26.4,1.07,creature,,
wizard,Glass Wizard,1,bronze_sword,wild_boar,Wild Boar,4,40.0,5.06,2.02,30.6,75.0,8.0,6.0,17.2,1.78,creature,,
wizard,Glass Wizard,1,bronze_sword,orc_brute,Orc Brute,5,45.0,4.0,1.8,40.6,80.0,9.03,7.23,14.3,2.84,creature,,
wizard,Glass Wizard,1,bronze_sword,fire_elemental,Fire Elemental,6,30.0,4.25,1.27,68.2,80.0,10.62,8.5,12.1,5.63,creature,,
wizard,Glass Wizard,1,bronze_sword,dire_wolf,Dire Wolf,7,15.0,6.0,0.9,107.8,85.0,11.65,9.9,10.4,10.36,creature,,
wizard,Glass Wizard,1,bronze_sword,cyclops,Cyclops,8,40.0,5.06,2.02,74.6,95.0,12.63,12.0,8.6,8.69,creature,,
wizard,Glass Wizard,1,bronze_sword,ogre,Ogre,9,35.0,3.14,1.1,150.9,95.0,14.74,14.0,7.4,20.51,creature,,
wizard,Glass Wizard,1,bronze_sword,ogre_brute,Ogre Brute,10,30.0,3.25,0.97,185.6,95.0,15.79,15.0,6.9,27.04,creature,,
wizard,Glass Wizard,1,bronze_sword,stone_golem,Stone Golem,10,35.0,2.14,0.75,242.7,95.0,15.79,15.0,6.9,35.34,creature,,
wizard,Glass Wizard,1,bronze_sword,dire_wight,Dire Wight,12,5.0,6.0,0.3,500.0,95.0,18.95,18.0,5.7,87.38,creature,,
wizard,Glass Wizard,1,bronze_sword,wraith,Wraith,12,5.0,7.0,0.35,428.6,95.0,18.95,18.0,5.7,74.9,creature,,
wizard,Glass Wizard,1,bronze_sword,troll,Troll,14,10.0,3.75,0.38,645.3,95.0,21.58,20.5,5.0,128.44,creature,,
wizard,Glass Wizard,1,bronze_sword,young_dragon,Young Dragon,16,5.0,4.0,0.2,1360.0,95.0,23.68,22.5,4.6,297.09,creature,,
wizard,Glass Wizard,1,bronze_sword,demon,Demon,18,5.0,3.76,0.19,1180.9,95.0,26.84,25.5,4.0,292.35,creature,,
wizard,Glass Wizard,1,bronze_sword,ancient_dragon,Ancient Dragon,20,5.0,3.0,0.15,1613.3,95.0,29.47,28.0,3.7,438.58,creature,,
wizard,Glass Wizard,5,bronze_sword,rat,Giant Rat,1,60.0,7.04,4.22,4.7,25.0,4.2,1.05,105.7,0.04,player,,
wizard,Glass Wizard,5,bronze_sword,archer_goblin,Archer Goblin,2,55.0,7.09,3.9,8.7,50.0,4.95,2.48,44.8,0.19,player,,
wizard,Glass Wizard,5,bronze_sword,goblin,Goblin,2,60.0,7.04,4.22,9.5,40.0,5.06,2.02,54.8,0.17,player,,
wizard,Glass Wizard,5,bronze_sword,goblin_mage,Goblin Mage,3,55.0,7.09,3.9,9.7,50.0,2.2,1.1,100.9,0.1,player,,
wizard,Glass Wizard,5,bronze_sword,skeleton,Skeleton,3,60.0,5.78,3.47,15.0,40.0,7.31,2.93,37.9,0.4,player,,
wizard,Glass Wizard,5,bronze_sword,wild_boar,Wild Boar,4,50.0,7.15,3.58,17.3,60.0,8.12,4.88,22.8,0.76,player,,
wizard,Glass Wizard,5,bronze_sword,orc_brute,Orc Brute,5,55.0,6.09,3.35,21.8,65.0,9.15,5.95,18.7,1.17,creature,0.29,18.6
wizard,Glass Wizard,5,bronze_sword,fire_elemental,Fire Elemental,6,40.0,6.31,2.53,34.5,65.0,10.77,7.0,15.9,2.17,creature,,
wizard,Glass Wizard,5,bronze_sword,dire_wolf,Dire Wolf,7,25.0,7.8,1.95,49.7,70.0,11.79,8.25,13.5,3.7,creature,,
wizard,Glass Wizard,5,bronze_sword,cyclops,Cyclops,8,50.0,7.15,3.58,42.2,95.0,12.63,12.0,9.2,4.57,creature,,
wizard,Glass Wizard,5,bronze_sword,ogre,Ogre,9,45.0,5.22,2.35,70.6,90.0,14.78,13.3,8.3,8.46,creature,,
wizard,Glass Wizard,5,bronze_sword,ogre_brute,Ogre Brute,10,40.0,5.31,2.12,85.2,95.0,15.79,15.0,7.4,11.51,creature,,
wizard,Glass Wizard,5,bronze_sword,stone_golem,Stone Golem,10,45.0,4.22,1.9,95.8,95.0,15.79,15.0,7.4,12.94,creature,,
wizard,Glass Wizard,5,bronze_sword,dire_wight,Dire Wight,12,10.0,6.75,0.68,222.2,95.0,18.95,18.0,6.2,36.04,creature,,
wizard,Glass Wizard,5,bronze_sword,wraith,Wraith,12,5.0,11.0,0.55,272.7,90.0,19.0,17.1,6.5,42.01,creature,,
wizard,Glass Wizard,5,bronze_sword,troll,Troll,14,20.0,5.12,1.03,236.1,95.0,21.58,20.5,5.4,43.6,creature,,
wizard,Glass Wizard,5,bronze_sword,young_dragon,Young Dragon,16,5.0,8.0,0.4,680.0,95.0,23.68,22.5,4.9,137.84,creature,,
wizard,Glass Wizard,5,bronze_sword,demon,Demon,18,5.0,7.76,0.39,572.2,95.0,26.84,25.5,4.4,131.44,creature,,
wizard,Glass Wizard,5,bronze_sword,ancient_dragon,Ancient Dragon,20,5.0,7.0,0.35,691.4,95.0,29.47,28.0,4.0,174.41,creature,,
wizard,Glass Wizard,10,bronze_sword,rat,Giant Rat,1,75.0,10.13,7.6,2.6,5.0,7.0,0.35,345.7,0.01,player,,
wizard,Glass Wizard,10,bronze_sword,archer_goblin,Archer Goblin,2,70.0,10.18,7.12,4.8,30.0,5.25,1.57,76.8,0.06,player,,
wizard,Glass Wizard,10,bronze_sword,goblin,Goblin,2,75.0,10.13,7.6,5.3,20.0,5.62,1.12,107.6,0.05,player,,
wizard,Glass Wizard,10,bronze_sword,goblin_mage,Goblin Mage,3,70.0,10.18,7.12,5.3,30.0,2.33,0.7,172.9,0.03,player,,
wizard,Glass Wizard,10,bronze_sword,skeleton,Skeleton,3,75.0,8.87,6.65,7.8,20.0,8.12,1.62,74.5,0.1,player,,
wizard,Glass Wizard,10,bronze_sword,wild_boar,Wild Boar,4,65.0,10.23,6.65,9.3,40.0,8.44,3.38,35.9,0.26,player,,
wizard,Glass Wizard,10,bronze_sword,orc_brute,Orc Brute,5,70.0,9.18,6.42,11.4,45.0,9.44,4.25,28.5,0.4,player,,
wizard,Glass Wizard,10,bronze_sword,fire_elemental,Fire Elemental,6,55.0,9.36,5.15,16.9,45.0,11.11,5.0,24.2,0.7,player,,
wizard,Glass Wizard,10,bronze_sword,dire_wolf,Dire Wolf,7,40.0,10.69,4.28,22.7,50.0,12.1,6.05,20.0,1.13,creature,,
wizard,Glass Wizard,10,bronze_sword,cyclops,Cyclops,8,65.0,10.23,6.65,22.7,80.0,12.75,10.2,11.9,1.91,creature,,
wizard,Glass Wizard,10,bronze_sword,ogre,Ogre,9,60.0,8.29,4.97,33.4,70.0,15.0,10.5,11.5,2.9,creature,,
wizard,Glass Wizard,10,bronze_sword,ogre_brute,Ogre Brute,10,55.0,8.36,4.6,39.3,90.0,15.83,14.25,8.5,4.63,creature,0.0,
wizard,Glass Wizard,10,bronze_sword,stone_golem,Stone Golem,10,60.0,7.29,4.37,41.6,75.0,16.0,12.0,10.1,4.13,creature,,
wizard,Glass Wizard,10,bronze_sword,dire_wight,Dire Wight,12,25.0,8.4,2.1,71.4,75.0,19.2,14.4,8.4,8.5,creature,,
wizard,Glass Wizard,10,bronze_sword,wraith,Wraith,12,20.0,9.88,1.98,75.9,70.0,19.29,13.5,9.0,8.47,creature,,
wizard,Glass Wizard,10,bronze_sword,troll,Troll,14,35.0,7.86,2.75,88.0,95.0,21.58,20.5,5.9,14.91,creature,,
wizard,Glass Wizard,10,bronze_sword,young_dragon,Young Dragon,16,15.0,7.67,1.15,236.5,95.0,23.68,22.5,5.4,43.98,creature,,
wizard,Glass Wizard,10,bronze_sword,demon,Demon,18,5.0,13.76,0.69,322.7,95.0,26.84,25.5,4.7,68.0,creature,,
wizard,Glass Wizard,10,bronze_sword,ancient_dragon,Ancient Dragon,20,5.0,13.0,0.65,372.3,95.0,29.47,28.0,4.3,86.15,creature,,
wizard,Glass Wizard,20,bronze_sword,rat,Giant Rat,1,95.0,15.26,14.5,1.4,5.0,7.0,0.35,402.9,0.0,player,,
wizard,Glass Wizard,20,bronze_sword,archer_goblin,Archer Goblin,2,95.0,15.26,14.5,2.3,5.0,9.0,0.45,313.3,0.01,player,,
wizard,Glass Wizard,20,bronze_sword,goblin,Goblin,2,95.0,15.26,14.5,2.8,5.0,9.0,0.45,313.3,0.01,player,,
wizard,Glass Wizard,20,bronze_sword,goblin_mage,Goblin Mage,3,95.0,15.26,14.5,2.6,5.0,4.0,0.2,705.0,0.0,player,,
wizard,Glass Wizard,20,bronze_sword,skeleton,Skeleton,3,95.0,14.0,13.3,3.9,5.0,13.0,0.65,216.9,0.02,player,,
wizard,Glass Wizard,20,bronze_sword,wild_boar,Wild Boar,4,90.0,15.31,13.78,4.5,5.0,15.0,0.75,188.0,0.02,player,,
wizard,Glass Wizard,20,bronze_sword,orc_brute,Orc Brute,5,95.0,14.26,13.55,5.4,5.0,17.0,0.85,165.9,0.03,player,,
wizard,Glass Wizard,20,bronze_sword,fire_elemental,Fire Elemental,6,80.0,14.41,11.53,7.5,5.0,20.0,1.0,141.0,0.05,player,,
wizard,Glass Wizard,20,bronze_sword,dire_wolf,Dire Wolf,7,65.0,15.62,10.15,9.6,10.0,16.5,1.65,85.5,0.11,player,,
wizard,Glass Wizard,20,bronze_sword,cyclops,Cyclops,8,90.0,15.31,13.78,11.0,40.0,13.5,5.4,26.1,0.42,player,,
wizard,Glass Wizard,20,bronze_sword,ogre,Ogre,9,85.0,13.35,11.35,14.6,30.0,16.33,4.9,28.8,0.51,player,,
wizard,Glass Wizard,20,bronze_sword,ogre_brute,Ogre Brute,10,80.0,13.41,10.73,16.9,50.0,16.5,8.25,17.1,0.99,player,,
wizard,Glass Wizard,20,bronze_sword,stone_golem,Stone Golem,10,85.0,12.35,10.5,17.3,35.0,17.14,6.0,23.5,0.74,player,,
wizard,Glass Wizard,20,bronze_sword,dire_wight,Dire Wight,12,50.0,12.95,6.48,23.2,35.0,20.57,7.2,19.6,1.18,creature,,
wizard,Glass Wizard,20,bronze_sword,wraith,Wraith,12,45.0,14.11,6.35,23.6,30.0,21.0,6.3,22.4,1.06,creature,,
wizard,Glass Wizard,20,bronze_sword,troll,Troll,14,60.0,12.71,7.62,31.7,55.0,22.36,12.3,11.5,2.77,creature,,
wizard,Glass Wizard,20,bronze_sword,young_dragon,Young Dragon,16,40.0,11.31,4.53,60.1,70.0,24.11,16.88,8.4,7.19,creature,,
wizard,Glass Wizard,20,bronze_sword,demon,Demon,18,25.0,12.16,3.04,73.0,75.0,27.2,20.4,6.9,10.57,creature,,
wizard,Glass Wizard,20,bronze_sword,ancient_dragon,Ancient Dragon,20,25.0,11.4,2.85,84.9,85.0,29.65,25.2,5.6,15.18,creature,0.0,
cleric,Balanced Cleric,1,bronze_sword,rat,Giant Rat,1,55.0,6.0,3.3,6.1,35.0,1.0,0.35,408.6,0.01,player,1.0,7.0
cleric,Balanced Cleric,1,bronze_sword,archer_goblin,Archer Goblin,2,50.0,6.05,3.03,11.2,60.0,1.0,0.6,238.3,0.05,player,,
cleric,Balanced Cleric,1,bronze_sword,goblin,Goblin,2,55.0,6.0,3.3,12.1,50.0,1.0,0.5,286.0,0.04,player,,
cleric,Balanced Cleric,1,bronze_sword,goblin_mage,Goblin Mage,3,50.0,6.05,3.03,12.6,60.0,1.0,0.6,238.3,0.05,player,,
cleric,Balanced Cleric,1,bronze_sword,skeleton,Skeleton,3,55.0,4.74,2.61,19.9,50.0,3.15,1.58,90.8,0.22,player,,
cleric,Balanced Cleric,1,bronze_sword,wild_boar,Wild Boar,4,45.0,6.11,2.75,22.5,70.0,4.04,2.82,50.6,0.45,player,,
cleric,Balanced Cleric,1,bronze_sword,orc_brute,Orc Brute,5,50.0,5.05,2.53,28.9,75.0,5.07,3.8,37.6,0.77,player,,
cleric,Balanced Cleric,1,bronze_sword,fire_elemental,Fire Elemental,6,35.0,5.29,1.85,47.0,75.0,6.67,5.0,28.6,1.64,creature,,
cleric,Balanced Cleric,1,bronze_sword,dire_wolf,Dire Wolf,7,20.0,6.88,1.38,70.5,80.0,7.69,6.15,23.3,3.03,creature,,
cleric,Balanced Cleric,1,bronze_sword,cyclops,Cyclops,8,45.0,6.11,2.75,54.9,95.0,8.63,8.2,17.4,3.15,creature,,
cleric,Balanced Cleric,1,bronze_sword,ogre,Ogre,9,40.0,4.19,1.68,99.1,95.0,10.74,10.2,14.0,7.07,creature,,
cleric,Balanced Cleric,1,bronze_sword,ogre_brute,Ogre Brute,10,35.0,4.29,1.5,120.7,95.0,11.79,11.2,12.8,9.45,creature,,
cleric,Balanced Cleric,1,bronze_sword,stone_golem,Stone Golem,10,40.0,3.19,1.28,142.7,95.0,11.79,11.2,12.8,11.18,creature,,
cleric,Balanced Cleric,1,bronze_sword,dire_wight,Dire Wight,12,5.0,8.0,0.4,375.0,95.0,14.95,14.2,10.1,37.24,creature,,
cleric,Balanced Cleric,1,bronze_sword,wraith,Wraith,12,5.0,9.0,0.45,333.3,95.0,14.95,14.2,10.1,33.1,creature,,
cleric,Balanced Cleric,1,bronze_sword,troll,Troll,14,15.0,4.33,0.65,372.3,95.0,17.58,16.7,8.6,43.48,creature,,
